ID,country_group,lead type ,lead type,User_grade2,Custom_link ,User_type2,Age of lead,Win/Loss
24782,India,Phone,Phone,B7,1,C,2,1
24783,India,Custom Payment Link,Custom Link,B7,1,C,0,1
24784,United States,Dir,TR,B4,0,A,5,0
24785,United States,google-search,TR,B5,0,B,1,1
24786,India,google-search,HS,B2,0,A,4,0
24787,United States,www.bing.com,TR,B3,0,A,10,0
24788,India,android-app,TR,B6,0,B,15,0
24789,India,Dir,TR,B7,0,B,5,0
24790,India,LinkedIN,Phone,B7,1,A,5,1
24791,India,www.youtube.com,HS,B7,0,A,10,0
24792,India,android-app,EN,B7,0,B,10,0
24793,ROW,www.youtube.com,TR,B7,0,B,10,0
24794,ROW,direct sales-NityoUS,Affiliate,B7,0,A,0,1
24795,ROW,NityoUS,HS,B7,0,B,142,0
24796,India,Direct,EN,B7,0,A,6,0
24797,India,Dir,IN,B7,0,B,17,0
24798,India,Dir,HS,B7,0,A,7,0
24799,India,Dir,TR,B7,0,B,10,0
24800,India,Dir,TR,B7,0,B,10,0
24801,India,Dir,TR,B4,0,A,10,0
24802,United States,iPhone-app,TR,B6,0,B,10,0
24803,United States,Dir,EN,B5,1,B,0,1
24804,United States,Custom Payment Link,EN,B5,0,B,10,0
24805,ROW,blog,BS,B1,0,A,10,0
24806,ROW,Dir,HS,B7,0,A,93,0
24807,India,Dir,IN,B1,0,A,5,0
24808,India,blog,BS,B2,0,A,5,0
24809,India,www.google.co.in,HS,B2,0,A,10,0
24810,India,youtube,TR,B2,0,A,10,0
24811,India,www.youtube.com,TR,B4,0,B,4,0
24812,India,www.youtube.com,TR,B4,0,A,10,0
24813,India,Facebook,TR,B3,0,B,10,0
24814,India,blog,BS,B7,0,A,10,0
24815,India,Dir,HS,B3,0,A,54,0
24816,ROW,Phone,Phone,B7,0,A,4,0
24817,India,www.youtube.com,GC,B7,0,A,18,0
24818,ROW,www.google.com.mx,TR,B3,0,A,4,0
24819,India,blog,BS,B7,0,A,10,0
24820,India,Dir,IN,B4,0,A,10,0
24821,India,intercom-intercom,Intercom,B7,0,B,10,0
24822,India,blog,BS,B7,0,A,10,0
24823,India,google-search,EN,B1,0,A,1,0
24824,United States,Dir,TR,B3,0,A,11,0
24825,India,Dir,TR,B3,0,A,10,0
24826,India,Dir,TR,B7,0,A,4,0
24827,India,Phone,Phone,B7,0,A,19,0
24828,India,Dir,TR,B1,0,A,37,0
24829,United States,Dir,TR,B1,0,A,21,0
24830,India,hs_email,IN,B6,0,B,2,0
24831,India,www.google.co.in,HS,B7,0,A,10,0
24832,India,bing,TR,B7,0,C,1,0
24833,United States,intercom-intercom,Intercom,B7,0,C,10,0
24834,India,blog,BS,B4,0,A,8,0
24835,India,www.google.co.in,EN,B7,1,A,0,1
24836,India,www.google.co.in,GC,B6,1,A,0,1
24837,India,Dir,HS,B7,0,B,10,0
24838,United States,shareasale,HS,B5,0,B,2,0
24839,United States,bing,EN,B7,0,B,63,0
24840,United States,bing,TR,B7,0,B,4,0
24841,United States,Direct,IN,B6,0,B,2,0
24842,United States,blog,TR,B4,0,A,12,0
24843,ROW,blog,BS,B7,0,A,4,0
24844,ROW,email,EN,B5,0,B,3,0
24845,India,intercom-intercom,Intercom,B7,0,B,10,0
24846,India,Dir,HS,B2,0,A,1,0
24847,ROW,Dir,IN,B3,0,B,2,0
24848,India,Phone,UP,B7,0,A,9,0
24849,United States,bing,EN,B5,0,A,10,0
24850,India,www.google.com,EN,B6,1,C,1,1
24851,India,www.google.com,EN,B6,0,C,10,0
24852,ROW,google-search,EN,B6,0,A,10,0
24853,India,Dir,TR,B7,0,A,10,0
24854,United States,www.google.com,HS,B2,0,A,14,0
24855,India,Custom Payment Link,Custom Link,B7,1,B,0,0
24856,India,bing,IN,B7,1,A,1,1
24857,India,Dir,GC,B7,0,A,10,0
24858,ROW,bing,Phone,B4,1,A,4,1
24859,United States,www.google.com,TR,B6,0,A,10,0
24860,United States,www.google.com,TR,B6,0,B,26,0
24861,India,youtube,EN,B3,0,A,6,0
24862,India,youtube,TR,B3,0,B,6,0
24863,ROW,hs_email,TR,B4,0,B,10,0
24864,India,Dir,TR,B7,0,B,10,0
24865,India,Dir,HS,B6,0,C,4,0
24866,India,Custom Payment Link,EN,B6,0,C,0,0
24867,India,Dir,EN,B6,1,C,24,1
24868,ROW,www.youtube.com,HS,B7,0,A,4,0
24869,India,Custom Payment Link,Custom Link,B7,1,A,0,1
24870,India,#NAME?,RC,B6,0,B,10,0
24871,ROW,www.edlibre.com,GC,B7,0,A,5,0
24872,India,www.google.co.in,TR,B1,0,A,51,0
24873,United States,Direct,TR,B6,0,C,0,1
24874,United States,Direct,TR,B6,0,C,10,0
24875,United States,www.google.com,EN,B1,0,C,0,1
24876,ROW,Dir,TR,B7,0,A,3,0
24877,ROW,www.google.com,TR,B7,0,A,10,0
24878,ROW,intercom-intercom,Blank,B7,0,A,10,0
24879,ROW,android-app,IN,B7,0,A,10,0
24880,ROW,www.youtube.com,EN,B1,0,A,12,0
24881,India,google-search,TR,B6,0,B,10,0
24882,United States,www.google.com,IN,B1,0,A,10,0
24883,ROW,youtube.com,TR,B2,0,A,8,0
24884,ROW,www.youtube.com,HS,B2,0,A,1,0
24885,India,www.google.co.in,IN,B7,0,A,3,0
24886,ROW,Dir,EN,B1,0,A,13,0
24887,India,Dir,TR,B5,0,B,10,0
24888,India,google-search,TR,B5,0,A,10,0
24889,India,Dir,GC,B7,0,A,10,0
24890,United States,bing,TR,B7,0,A,10,0
24891,India,Dir,TR,B2,0,A,9,0
24892,India,www.google.co.in,IN,B3,0,A,10,0
24893,India,Custom Payment Link,Custom Link,B3,1,B,0,0
24894,India,Dir,TR,B1,0,A,9,0
24895,India,Dir,TR,B2,0,A,10,0
24896,United States,Dir,TR,B7,0,B,4,0
24897,India,Phone,UP,B7,0,C,41,0
24898,India,blog,BS,B7,0,A,17,0
24899,United States,google-search,HS,B3,0,A,13,0
24900,ROW,Dir,TR,B5,0,A,1,0
24901,India,www.youtube.com,IN,B1,0,A,11,0
24902,India,secure.ccavenue.com,EN,B6,0,B,10,0
24903,India,bing,TR,B7,1,A,7,1
24904,ROW,Dir,Like,B5,0,C,2,0
24905,ROW,Dir,Like,B5,0,C,10,0
24906,ROW,Dir,Like,B5,0,C,10,0
24907,ROW,android-app,EN,B5,1,C,3,1
24908,ROW,Dir,Like,B5,0,C,10,0
24909,India,Dir,TR,B5,0,B,17,0
24910,India,Dir,TR,B5,0,A,10,0
24911,United States,www.google.com,IN,B7,0,A,10,0
24912,India,quora-intercom,Intercom,B7,0,A,10,0
24913,India,Dir,TR,B6,0,A,10,0
24914,India,blog,BS,B7,0,A,10,0
24915,India,Dir,IN,B1,0,A,10,0
24916,United States,www.google.com,TR,B3,0,A,4,0
24917,United States,www.google.com,TR,B4,0,A,10,0
24918,United States,www.bing.com,TR,B5,0,B,10,0
24919,India,youtube-community,TR,B7,0,A,10,0
24920,ROW,www.onlinestudies.com,EN,B7,0,A,15,0
24921,ROW,www.google.com,HS,B7,0,A,2,0
24922,India,www.google.co.in,TR,B2,0,A,10,0
24923,India,Dir,TR,B7,0,A,3,0
24924,India,Dir,TR,B7,0,A,10,0
24925,United States,Dir,HS,B7,1,C,0,1
24926,United States,Dir,EN,B7,1,C,0,1
24927,United States,Mailer,EN,B7,0,C,10,0
24928,India,blog,BS,B4,0,B,10,0
24929,ROW,Dir,HS,B4,0,A,11,0
24930,United States,Dir,GC,B7,0,A,1,0
24931,India,blog,BS,B7,0,A,10,0
24932,ROW,intercom-intercom,Intercom,B7,0,A,10,0
24933,ROW,Dir,EN,B7,0,A,3,0
24934,India,Dir,UP,B7,0,C,0,1
24935,India,Custom Payment Link,Custom Link,B7,1,C,0,1
24936,India,bing,IN,B7,1,A,0,1
24937,India,Custom Payment Link,Custom Link,B6,1,C,0,1
24938,ROW,Direct,IN,B6,1,C,0,1
24939,ROW,www.google.ie,TR,B5,0,A,0,0
24940,ROW,Dir,TR,B7,0,A,7,0
24941,India,Referral,HS,B7,0,A,104,0
24942,United States,Dir,EN,B2,0,A,32,0
24943,ROW,Dir,TR,B7,0,B,10,0
24944,ROW,Dir,HS,B7,0,B,141,0
24945,ROW,Dir,TR,B7,0,B,10,0
24946,India,www.google.com,HS,B7,0,A,115,0
24947,ROW,app,HS,B7,0,A,55,0
24948,ROW,intercom-intercom,BS,B7,0,A,10,0
24949,ROW,email,UP,B7,0,A,27,0
24950,United States,Dir,GC,B7,0,A,12,0
24951,ROW,Referral,UP,B7,0,A,0,1
24952,United States,Dir,TR,B1,0,A,10,0
24953,India,google-search,IN,B4,0,A,10,0
24954,ROW,emagister,Extra,B7,0,A,10,0
24955,United States,Phone,Phone,B7,0,A,25,0
24956,United States,blog,BS,B1,0,A,6,0
24957,India,Custom Payment Link,Phone,B7,1,A,7,0
24958,United States,Dir,IN,B6,0,C,10,0
24959,United States,Custom Payment Link,TR,B5,0,C,53,1
24960,United States,quora,TR,B5,0,C,2,0
24961,United States,Dir,HS,B7,0,C,5,0
24962,United States,quora,HS,B4,1,C,0,1
24963,United States,Dir,IN,B7,0,C,4,0
24964,India,www.youtube.com,TR,B1,0,A,10,0
24965,India,Dir,GC,B7,0,A,10,0
24966,India,Dir,TR,B1,0,A,5,0
24967,India,google-search,TR,B5,0,A,10,0
24968,United States,Dir,EN,B6,0,C,0,1
24969,United States,Dir,TR,B1,0,C,0,1
24970,United States,hs_email,TR,B6,0,C,10,0
24971,India,email,EN,B6,0,B,11,0
24972,India,hs_email,HS,B6,0,B,35,0
24973,India,hs_email,EN,B6,0,B,35,0
24974,India,Dir,IN,B2,0,A,10,0
24975,India,google-search,EN,B2,0,B,5,0
24976,United States,www.google.com,IN,B5,0,A,52,0
24977,India,android-app,IN,B2,1,A,89,1
24978,ROW,Dir,IN,B7,0,A,10,0
24979,United States,email,UP,B7,0,A,4,0
24980,United States,email,UP,B7,0,B,5,0
24981,United States,Dir,EN,B1,0,A,20,0
24982,India,google-search,IN,B3,0,B,28,0
24983,ROW,google-search,TR,B1,0,A,2,0
24984,India,blog,BS,B7,0,A,10,0
24985,India,www.google.co.in,HS,B1,0,A,1,0
24986,India,Dir,HS,B7,0,A,10,0
24987,India,Dir,TR,B7,0,A,10,0
24988,India,www.google.co.in,HS,B7,0,A,143,0
24989,ROW,intercom-intercom,Intercom,B7,0,A,10,0
24990,ROW,Referral,HS,B6,0,A,14,0
24991,ROW,www.google.com.pk,TR,B7,0,A,4,0
24992,ROW,blog,BS,B7,0,A,11,0
24993,ROW,blog,BS,B7,0,A,10,0
24994,India,blog,BS,B2,0,A,10,0
24995,India,google-search,Like,B7,0,A,7,0
24996,India,google-search,TR,B7,0,A,10,0
24997,India,youtube,TR,B7,0,A,10,0
24998,India,Dir,IN,B1,1,A,7,1
24999,India,Custom Payment Link,TR,B6,0,B,10,0
25000,India,Referral,HS,B7,0,A,102,0
25001,India,blog,BS,B7,0,A,13,0
25002,India,youtube-intercom,Blank,B7,0,A,29,0
25003,India,blog,BS,B7,0,A,2,0
25004,ROW,Dir,HS,B7,0,A,84,0
25005,ROW,youtube,HS,B7,0,A,3,0
25006,ROW,blog,BS,B7,0,A,2,0
25007,United States,intercom-intercom,Intercom,B7,0,B,10,0
25008,ROW,app,HS,B7,0,A,17,0
25009,ROW,www.youtube.com,TR,B1,0,A,10,0
25010,ROW,www.youtube.com,TR,B2,0,B,10,0
25011,ROW,www.google.fr,HS,B7,0,A,68,0
25012,ROW,blog,BS,B7,0,A,10,0
25013,ROW,blog,BS,B4,0,A,10,0
25014,India,hs_email,IN,B7,0,A,6,0
25015,India,www.google.com,TR,B4,0,B,10,0
25016,India,Dir,TR,B7,0,A,4,0
25017,ROW,blog,BS,B7,0,A,1,0
25018,ROW,coinsutra.com,TR,B3,0,A,5,0
25019,ROW,blog,BS,B7,0,A,10,0
25020,ROW,Dir,EN,B7,0,A,5,0
25021,India,Dir,TR,B1,0,A,5,0
25022,India,Phone,Phone,B7,0,A,9,0
25023,India,google-search,TR,B2,0,A,14,0
25024,India,Dir,TR,B5,0,A,10,0
25025,India,bing,TR,B2,0,A,2,0
25026,India,intercom-intercom,Intercom,B7,0,A,10,0
25027,India,google-dis,HS,B6,0,A,10,0
25028,ROW,blog,BS,B7,0,A,10,0
25029,India,www.google.co.in,GC,B7,0,A,2,0
25030,United States,Dir,IN,B1,0,A,40,0
25031,India,Dir,IN,B7,0,A,2,0
25032,India,Dir,HS,B7,0,A,23,0
25033,India,www.google.co.in,HS,B3,0,A,10,0
25034,United States,email,UP,B6,0,B,25,0
25035,ROW,www.google.ca,TR,B6,0,B,10,0
25036,India,google-search,GC,B7,0,A,5,0
25037,India,blog,BS,B1,0,A,10,0
25038,India,Dir,TR,B7,0,A,21,0
25039,India,Dir,HS,B7,0,B,10,0
25040,ROW,www.google.com,EN,B3,0,B,31,0
25041,India,Dir,IN,B7,0,A,5,0
25042,United States,www.google.com,HS,B7,0,A,86,0
25043,United States,iPhone-app,TR,B7,0,B,109,0
25044,India,Dir,TR,B1,0,A,10,0
25045,India,Dir,TR,B1,0,A,4,0
25046,India,Dir,TR,B7,0,A,5,0
25047,India,Dir,IN,B7,0,A,9,0
25048,ROW,Dir,HS,B5,0,B,5,0
25049,India,www.youtube.com,TR,B7,0,A,10,0
25050,ROW,blog,BS,B7,0,A,10,0
25051,India,www.google.co.in,TR,B1,0,A,25,0
25052,India,Dir,GC,B5,0,A,5,0
25053,India,Dir,HS,B5,0,B,27,0
25054,United States,google-search,TR,B1,0,A,2,0
25055,United States,google-search,TR,B1,0,B,24,0
25056,India,blog,BS,B7,0,A,10,0
25057,India,Phone,UP,B7,0,A,4,0
25058,India,www.youtube.com,Phone,B5,0,A,10,0
25059,United States,Dir,TR,B2,0,A,74,0
25060,India,blog,BS,B5,0,A,5,0
25061,India,Dir,TR,B1,0,A,10,0
25062,India,Dir,TR,B4,0,B,6,0
25063,India,Direct,TR,B1,0,A,8,0
25064,India,www.youtube.com,EN,B2,0,B,7,0
25065,India,Dir,TR,B7,0,A,121,0
25066,India,Dir,GC,B7,0,A,10,0
25067,India,Dir,TR,B4,0,A,10,0
25068,India,android-app,IN,B7,0,A,42,0
25069,India,iPhone-app,EN,B6,0,C,10,0
25070,India,iPhone-app,TR,B6,0,C,10,0
25071,India,iPhone-app,TR,B6,0,C,10,0
25072,India,iPhone-app,EN,B6,1,C,43,1
25073,India,iPhone-app,TR,B5,0,C,10,0
25074,India,google,TR,B7,0,A,10,0
25075,India,android-app,TR,B3,0,B,5,0
25076,India,android-app,TR,B3,0,B,4,0
25077,India,www.google.co.in,EN,B5,0,B,29,0
25078,India,www.google.co.in,EN,B3,0,A,4,0
25079,India,www.google.com,TR,B7,0,A,10,0
25080,India,Phone,UP,B7,0,A,4,0
25081,United States,google-search,TR,B7,0,A,13,0
25082,United States,www.youtube.com,IN,B3,0,A,31,0
25083,United States,www.google.com,HS,B5,1,A,0,1
25084,United States,Direct,EN,B6,0,C,10,0
25085,United States,Direct,IN,B6,0,C,0,1
25086,United States,#NAME?,RC,B6,0,C,14,0
25087,United States,Direct,EN,B6,0,C,10,0
25088,United States,Direct,IN,B6,0,C,10,0
25089,United States,shareasale,HS,B7,0,C,10,0
25090,India,Dir,UP,B6,0,C,0,1
25091,India,www.google.com,HS,B7,0,A,127,0
25092,ROW,direct sales-NityoUS,Affiliate,B7,0,A,21,0
25093,ROW,www.linkedin.com,EN,B7,1,B,0,1
25094,ROW,www.linkedin.com,HS,B7,0,B,34,0
25095,ROW,www.linkedin.com,EN,B7,0,A,10,0
25096,United States,Phone,UP,B6,0,B,7,0
25097,India,Direct,TR,B7,0,A,9,0
25098,India,Direct,TR,B6,0,B,26,0
25099,India,Dir,TR,B1,0,A,31,0
25100,India,Dir,TR,B7,0,A,10,0
25101,India,google-search,IN,B4,0,B,44,0
25102,India,Dir,TR,B5,0,B,10,0
25103,India,Referral_Program,HS,B7,0,A,123,0
25104,ROW,coinsutra.com,TR,B7,0,A,10,0
25105,India,Dir,TR,B3,0,A,54,0
25106,India,www.google.co.in,HS,B2,0,A,9,0
25107,ROW,blog,BS,B4,0,A,6,0
25108,ROW,Dir,TR,B1,0,B,10,0
25109,ROW,email,TR,B4,0,B,10,0
25110,India,www.google.co.in,EN,B2,0,A,17,0
25111,ROW,Dir,TR,B7,0,A,17,0
25112,ROW,www.youtube.com,HS,B5,0,A,10,0
25113,United States,www.google.com,EN,B6,0,B,64,0
25114,United States,Dir,TR,B7,1,B,5,1
25115,United States,android-app,TR,B6,0,B,12,0
25116,United States,android-app,TR,B7,0,B,40,0
25117,United States,Dir,HS,B7,0,A,4,0
25118,United States,android-app,TR,B7,0,B,10,0
25119,United States,android-app,Like,B6,0,B,10,0
25120,United States,android-app,EN,B6,0,B,4,0
25121,United States,android-app,Like,B6,0,B,1,0
25122,United States,android-app,Like,B6,0,B,10,0
25123,ROW,iPhone-app,TR,B7,0,A,5,0
25124,ROW,Dir,TR,B7,0,B,5,0
25125,United States,Dir,TR,B5,0,C,1,0
25126,United States,Dir,TR,B7,0,C,15,0
25127,United States,Dir,TR,B5,0,C,10,0
25128,United States,Dir,TR,B5,0,C,10,0
25129,India,Direct,EN,B7,1,A,0,1
25130,ROW,Referral,HS,B7,0,A,127,0
25131,India,email,UP,B7,0,A,33,0
25132,ROW,www.google.com.pk,TR,B4,1,A,15,0
25133,India,www.youtube.com,TR,B7,0,A,10,0
25134,India,google-search,HS,B7,0,A,4,0
25135,India,Dir,TR,B7,0,A,10,0
25136,India,Phone,Phone,B7,0,A,7,0
25137,India,Dir,HS,B7,0,B,10,0
25138,ROW,app,HS,B7,1,A,25,1
25139,India,Phone,UP,B7,0,A,20,0
25140,India,Dir,TR,B7,0,A,10,0
25141,India,www.google.com,EN,B2,0,A,23,0
25142,ROW,google-search,IN,B5,0,A,6,0
25143,ROW,www.youtube.com,HS,B1,0,A,16,0
25144,ROW,Dir,HS,B7,0,A,9,0
25145,United States,android-app,EN,B6,1,C,26,0
25146,India,blog,BS,B3,0,A,10,0
25147,India,Dir,HS,B5,0,A,30,0
25148,India,Dir,EN,B7,0,A,36,0
25149,ROW,Referral,HS,B7,0,A,129,0
25150,ROW,iPhone-app,EN,B7,0,C,10,0
25151,ROW,www.google.com,EN,B3,1,C,1,1
25152,ROW,iPhone-app,EN,B7,0,C,10,0
25153,India,www.youtube.com,TR,B1,0,A,10,0
25154,India,Dir,HS,B1,0,A,7,0
25155,India,Dir,TR,B1,0,A,4,0
25156,ROW,Support Team,UP,B7,0,B,1,0
25157,India,www.google.co.in,IN,B5,0,A,13,0
25158,India,www.google.co.in,EN,B6,1,B,24,0
25159,India,Dir,IN,B3,0,A,13,0
25160,India,google-search,TR,B1,0,A,23,0
25161,India,android-app,IN,B2,0,A,10,0
25162,ROW,Referral,HS,B3,0,A,10,0
25163,ROW,Dir,IN,B6,0,B,10,0
25164,India,ETMediaLabs-fb,GC,B7,0,A,10,0
25165,ROW,www.google.com.kw,EN,B7,0,A,4,0
25166,United States,www.youtube.com,TR,B1,0,A,8,0
25167,India,google-search,EN,B7,0,A,10,0
25168,India,www.google.co.in,Like,B7,0,A,9,0
25169,India,intercom-intercom,Intercom,B7,0,A,10,0
25170,United States,www.google.ca,HS,B6,0,C,27,0
25171,United States,rakuten,IN,B6,0,C,-25,0
25172,India,Dir,HS,B3,0,A,10,0
25173,India,Dir,NA,B7,0,B,80,0
25174,ROW,google-search,IN,B7,1,A,6,1
25175,India,Phone,Phone,B7,0,A,1,0
25176,India,iPhone-app,TR,B3,0,B,10,0
25177,India,Facebook,IN,B7,1,A,0,1
25178,India,www.google.co.in,TR,B7,0,A,5,0
25179,India,www.google.co.in,TR,B7,0,B,10,0
25180,India,intercom-intercom,Intercom,B7,0,B,10,0
25181,India,Phone,Phone,B7,0,A,5,0
25182,India,intercom-intercom,Intercom,B7,0,A,15,0
25183,India,Custom Payment Link,Custom Link,B6,1,C,0,1
25184,United States,www.google.com,EN,B6,0,C,0,0
25185,United States,iPhone-app,EN,B6,1,C,0,1
25186,United States,www.google.com,IN,B6,1,C,0,1
25187,India,Phone,Phone,B7,1,A,1,1
25188,India,www.google.com,TR,B7,0,B,10,0
25189,India,android-app,TR,B7,0,B,10,0
25190,India,android-app,TR,B7,0,B,10,0
25191,India,android-app,TR,B7,0,B,10,0
25192,India,www.google.com,EN,B7,0,B,10,0
25193,India,blog,BS,B7,0,A,11,0
25194,India,google-search,IN,B7,0,A,4,0
25195,India,www.google.co.in,HS,B7,0,B,13,0
25196,India,www.google.com,HS,B5,0,C,4,0
25197,India,Dir,HS,B5,0,C,10,0
25198,India,android-app,IN,B1,0,A,11,0
25199,India,android-app,IN,B7,0,A,10,0
25200,India,Referral,HS,B7,0,A,114,0
25201,United States,iPhone-app,TR,B5,0,C,4,0
25202,India,Dir,EN,B7,0,A,6,0
25203,India,google-search,GC,B7,0,A,19,0
25204,India,Phone,Phone,B7,0,A,7,0
25205,India,Referral,HS,B7,0,A,114,0
25206,India,Dir,TR,B1,0,A,3,0
25207,India,Dir,TR,B7,0,A,4,0
25208,India,Direct,HS,B2,0,A,5,0
25209,India,google-search,IN,B2,0,B,13,0
25210,India,Dir,IN,B2,0,B,13,0
25211,India,www.youtube.com,TR,B2,0,A,34,0
25212,ROW,facebook-intercom,Intercom,B7,0,A,10,0
25213,India,Dir,TR,B5,0,A,10,0
25214,India,Dir,TR,B4,0,A,6,0
25215,United States,google-search,EN,B1,1,A,3,1
25216,India,google-search,IN,B4,0,A,40,0
25217,India,Dir,TR,B2,0,A,10,0
25218,India,www.google.com.sg,TR,B2,1,A,40,1
25219,India,Dir,TR,B7,0,A,3,0
25220,India,blog,BS,B3,0,A,10,0
25221,United States,www.google.com,IN,B3,0,A,17,0
25222,India,Dir,TR,B7,0,A,10,0
25223,ROW,direct sales-NityoUS,Affiliate,B7,0,B,21,0
25224,ROW,NityoUS,Blank,B7,0,A,21,0
25225,ROW,www.google.co.in,IN,B4,0,A,10,0
25226,India,Dir,EN,B1,1,A,6,0
25227,ROW,www.quora.com,EN,B1,0,A,10,0
25228,India,Dir,TR,B2,0,A,9,0
25229,India,Dir,TR,B7,0,A,9,0
25230,India,www.google.com,HS,B1,0,A,10,0
25231,United States,Phone,Phone,B7,0,A,5,0
25232,India,Dir,TR,B6,0,C,10,0
25233,India,www.google.com,HS,B2,0,A,41,0
25234,United States,Dir,IN,B3,0,A,28,0
25235,ROW,secure.ccavenue.com,HS,B7,0,A,10,0
25236,India,Dir,TR,B5,0,A,4,0
25237,India,Phone,Phone,B7,1,A,2,1
25238,India,www.youtube.com,IN,B3,0,A,0,0
25239,India,www.google.co.in,TR,B7,1,A,0,1
25240,India,iPad-app,TR,B5,0,B,10,0
25241,India,www.google.co.in,GC,B5,0,B,3,0
25242,India,www.google.co.in,IN,B5,0,A,4,0
25243,India,blog,BS,B7,0,A,10,0
25244,India,www.myamcat.com,HS,B7,0,A,131,0
25245,India,www.google.com,GC,B7,1,A,10,0
25246,India,Phone,Phone,B7,0,A,0,0
25247,India,www.google.co.in,GC,B1,0,A,4,0
25248,India,Referral,HS,B7,0,A,107,0
25249,India,google-search,IN,B1,0,A,4,0
25250,ROW,www.google.ca,TR,B2,0,A,10,0
25251,ROW,www.youtube.com,HS,B1,0,B,18,0
25252,India,google-search,TR,B3,0,A,10,0
25253,India,Phone,UP,B7,0,A,0,0
25254,United States,hs_email,IN,B1,0,B,31,0
25255,India,Dir,TR,B6,0,C,10,0
25256,India,google-search,HS,B6,0,C,10,0
25257,India,Dir,TR,B5,1,C,13,1
25258,India,youtube,TR,B7,0,B,10,0
25259,India,blog,BS,B7,0,A,11,0
25260,India,bing,TR,B7,0,A,18,0
25261,India,www.google.co.in,TR,B7,0,A,10,0
25262,India,hs_email,TR,B3,0,B,10,0
25263,India,Dir,IN,B1,0,A,2,0
25264,India,Dir,TR,B7,0,B,19,0
25265,India,Dir,TR,B7,0,A,3,0
25266,India,google-search,HS,B7,0,A,5,0
25267,United States,www.youtube.com,IN,B1,0,A,10,0
25268,ROW,www.google.tn,TR,B1,0,A,10,0
25269,United States,Dir,EN,B2,0,B,7,0
25270,United States,Dir,HS,B7,0,A,7,0
25271,India,google-dis,TR,B3,0,A,3,0
25272,India,Dir,HS,B7,0,A,11,0
25273,United States,Direct,EN,B7,0,A,0,1
25274,ROW,blog,BS,B7,0,A,4,0
25275,ROW,Dir,HS,B1,0,A,5,0
25276,India,Phone,UP,B7,0,A,2,0
25277,United States,Dir,TR,B4,0,B,10,0
25278,United States,Dir,TR,B1,0,B,63,0
25279,United States,Dir,GC,B4,1,B,8,0
25280,United States,android-app,TR,B3,0,A,23,0
25281,India,google-search,TR,B5,0,B,4,0
25282,India,google-search,TR,B5,0,B,10,0
25283,India,Dir,TR,B1,0,A,17,0
25284,India,google-search,HS,B1,0,A,10,0
25285,India,Dir,TR,B3,0,A,7,0
25286,ROW,hs_email,Like,B5,0,B,23,0
25287,ROW,hs_email,EN,B5,0,B,21,0
25288,ROW,hs_email,Like,B5,0,B,6,0
25289,India,www.google.com,TR,B2,0,B,7,0
25290,India,Phone,Phone,B7,0,A,12,0
25291,India,www.youtube.com,TR,B3,0,A,4,0
25292,ROW,youtube.com,TR,B7,0,A,10,0
25293,United States,Dir,TR,B7,0,B,7,0
25294,United States,Dir,TR,B1,0,A,10,0
25295,United States,Dir,TR,B4,0,B,6,0
25296,ROW,www.google.co.uk,HS,B7,0,A,43,0
25297,India,Dir,GC,B3,0,B,10,0
25298,India,www.google.co.in,IN,B6,1,C,2,1
25299,India,Dir,HS,B5,0,C,0,0
25300,India,Phone,Phone,B7,0,A,5,0
25301,ROW,Dir,IN,B7,0,A,141,0
25302,ROW,iPhone-app,IN,B3,0,A,21,0
25303,United States,google-search,EN,B4,1,A,1,1
25304,ROW,www.youtube.com,TR,B7,0,A,129,0
25305,ROW,www.youtube.com,IN,B7,0,B,10,0
25306,United States,General Enquiry,UP,B7,0,A,10,0
25307,United States,android-app,IN,B7,0,B,10,0
25308,India,www.google.com,TR,B5,0,B,4,0
25309,United States,Dir,TR,B4,0,A,4,0
25310,ROW,Direct,TR,B7,0,A,3,0
25311,India,Dir,EN,B7,0,A,4,0
25312,India,www.google.com,IN,B7,0,A,1,0
25313,India,Phone,Phone,B7,0,A,3,0
25314,United States,Dir,IN,B7,0,B,10,0
25315,United States,Dir,EN,B3,0,B,10,0
25316,India,Phone,Phone,B7,1,A,6,1
25317,India,www.google.com,EN,B7,0,A,13,0
25318,India,Dir,HS,B7,0,B,10,0
25319,India,Dir,HS,B6,0,B,15,0
25320,ROW,Dir,TR,B5,0,A,10,0
25321,India,Dir,HS,B2,0,A,3,0
25322,India,www.youtube.com,IN,B7,0,A,10,0
25323,India,Dir,TR,B7,0,A,10,0
25324,India,Dir,EN,B7,0,A,7,0
25325,India,intercom-intercom,Intercom,B7,0,B,10,0
25326,India,Phone,UP,B3,1,B,9,0
25327,India,Custom Payment Link,Blank,B7,1,A,1,0
25328,India,www.google.com,TR,B3,0,B,1,0
25329,ROW,hs_email,TR,B5,0,B,19,0
25330,India,Dir,EN,B4,0,A,1,0
25331,United States,ETMediaLabs-fb,TR,B7,0,C,10,0
25332,United States,Direct,IN,B6,0,C,5,0
25333,United States,ETMediaLabs-fb,IN,B7,0,C,10,0
25334,United States,Direct,EN,B6,0,C,19,0
25335,United States,Direct,IN,B6,1,C,5,1
25336,India,Direct,TR,B6,0,C,17,0
25337,United States,google-search,GC,B7,0,A,35,0
25338,India,Dir,GC,B7,0,A,1,0
25339,India,iPad-app,IN,B3,0,A,18,0
25340,India,google-search,EN,B7,0,A,18,0
25341,India,Phone,Phone,B7,0,A,7,0
